Fold,scenario_id,group,w_idx,p_idx,k_idx
2,2293,out_of_sample,18,8,3
2,2297,out_of_sample,18,9,2
2,2298,out_of_sample,18,9,3
2,2299,out_of_sample,18,9,4
2,2303,out_of_sample,18,10,3
2,2305,out_of_sample,18,11,0
2,2308,out_of_sample,18,11,3
2,2309,out_of_sample,18,11,4
2,2310,out_of_sample,18,12,0
2,2312,out_of_sample,18,12,2
2,2314,out_of_sample,18,12,4
2,2318,out_of_sample,18,13,3
2,2319,out_of_sample,18,13,4
2,2323,out_of_sample,18,14,3
2,2324,out_of_sample,18,14,4
2,2325,out_of_sample,18,15,0
2,2326,out_of_sample,18,15,1
2,2327,out_of_sample,18,15,2
2,2328,out_of_sample,18,15,3
2,2329,out_of_sample,18,15,4
2,2332,out_of_sample,18,16,2
2,2335,out_of_sample,18,17,0
2,2336,out_of_sample,18,17,1
2,2337,out_of_sample,18,17,2
2,2338,out_of_sample,18,17,3
2,2339,out_of_sample,18,17,4
2,2342,out_of_sample,18,18,2
2,2344,out_of_sample,18,18,4
2,2347,out_of_sample,18,19,2
2,2349,out_of_sample,18,19,4
2,2350,out_of_sample,18,20,0
2,2352,out_of_sample,18,20,2
2,2353,out_of_sample,18,20,3
2,2357,out_of_sample,18,21,2
2,2358,out_of_sample,18,21,3
2,2359,out_of_sample,18,21,4
2,2360,out_of_sample,18,22,0
2,2363,out_of_sample,18,22,3
2,2370,out_of_sample,18,24,0
2,2373,out_of_sample,18,24,3
2,2374,out_of_sample,18,24,4
2,2375,out_of_sample,19,0,0
2,2378,out_of_sample,19,0,3
2,2382,out_of_sample,19,1,2
2,2383,out_of_sample,19,1,3
2,2384,out_of_sample,19,1,4
2,2386,out_of_sample,19,2,1
2,2388,out_of_sample,19,2,3
2,2389,out_of_sample,19,2,4
2,2391,out_of_sample,19,3,1
2,2396,out_of_sample,19,4,1
2,2397,out_of_sample,19,4,2
2,2398,out_of_sample,19,4,3
2,2399,out_of_sample,19,4,4
2,2400,out_of_sample,19,5,0
2,2401,out_of_sample,19,5,1
2,2403,out_of_sample,19,5,3
2,2406,out_of_sample,19,6,1
2,2408,out_of_sample,19,6,3
2,2409,out_of_sample,19,6,4
2,2410,out_of_sample,19,7,0
2,2413,out_of_sample,19,7,3
2,2414,out_of_sample,19,7,4
2,2416,out_of_sample,19,8,1
2,2417,out_of_sample,19,8,2
2,2422,out_of_sample,19,9,2
2,2423,out_of_sample,19,9,3
2,2425,out_of_sample,19,10,0
2,2427,out_of_sample,19,10,2
2,2429,out_of_sample,19,10,4
2,2432,out_of_sample,19,11,2
2,2437,out_of_sample,19,12,2
2,2440,out_of_sample,19,13,0
2,2443,out_of_sample,19,13,3
2,2447,out_of_sample,19,14,2
2,2452,out_of_sample,19,15,2
2,2453,out_of_sample,19,15,3
2,2455,out_of_sample,19,16,0
2,2456,out_of_sample,19,16,1
2,2457,out_of_sample,19,16,2
2,2466,out_of_sample,19,18,1
2,2471,out_of_sample,19,19,1
2,2472,out_of_sample,19,19,2
2,2474,out_of_sample,19,19,4
2,2477,out_of_sample,19,20,2
2,2479,out_of_sample,19,20,4
2,2480,out_of_sample,19,21,0
2,2483,out_of_sample,19,21,3
2,2484,out_of_sample,19,21,4
2,2485,out_of_sample,19,22,0
2,2489,out_of_sample,19,22,4
2,2491,out_of_sample,19,23,1
2,2498,out_of_sample,19,24,3
2,2500,out_of_sample,20,0,0
2,2501,out_of_sample,20,0,1
2,2506,out_of_sample,20,1,1
2,2507,out_of_sample,20,1,2
2,2509,out_of_sample,20,1,4
2,2510,out_of_sample,20,2,0
2,2515,out_of_sample,20,3,0
2,2516,out_of_sample,20,3,1
2,2517,out_of_sample,20,3,2
2,2519,out_of_sample,20,3,4
2,2521,out_of_sample,20,4,1
2,2525,out_of_sample,20,5,0
2,2526,out_of_sample,20,5,1
2,2527,out_of_sample,20,5,2
2,2531,out_of_sample,20,6,1
2,2533,out_of_sample,20,6,3
2,2534,out_of_sample,20,6,4
2,2535,out_of_sample,20,7,0
2,2536,out_of_sample,20,7,1
2,2537,out_of_sample,20,7,2
2,2541,out_of_sample,20,8,1
2,2544,out_of_sample,20,8,4
2,2547,out_of_sample,20,9,2
2,2550,out_of_sample,20,10,0
2,2551,out_of_sample,20,10,1
2,2552,out_of_sample,20,10,2
2,2557,out_of_sample,20,11,2
2,2559,out_of_sample,20,11,4
2,2561,out_of_sample,20,12,1
2,2562,out_of_sample,20,12,2
2,2563,out_of_sample,20,12,3
2,2564,out_of_sample,20,12,4
2,2566,out_of_sample,20,13,1
2,2569,out_of_sample,20,13,4
2,2573,out_of_sample,20,14,3
2,2574,out_of_sample,20,14,4
2,2577,out_of_sample,20,15,2
2,2578,out_of_sample,20,15,3
2,2579,out_of_sample,20,15,4
2,2580,out_of_sample,20,16,0
2,2581,out_of_sample,20,16,1
2,2582,out_of_sample,20,16,2
2,2583,out_of_sample,20,16,3
2,2584,out_of_sample,20,16,4
2,2585,out_of_sample,20,17,0
2,2587,out_of_sample,20,17,2
2,2595,out_of_sample,20,19,0
2,2596,out_of_sample,20,19,1
2,2597,out_of_sample,20,19,2
2,2599,out_of_sample,20,19,4
2,2601,out_of_sample,20,20,1
2,2603,out_of_sample,20,20,3
2,2605,out_of_sample,20,21,0
2,2606,out_of_sample,20,21,1
2,2607,out_of_sample,20,21,2
2,2610,out_of_sample,20,22,0
2,2611,out_of_sample,20,22,1
2,2613,out_of_sample,20,22,3
2,2614,out_of_sample,20,22,4
2,2615,out_of_sample,20,23,0
2,2616,out_of_sample,20,23,1
2,2618,out_of_sample,20,23,3
2,2620,out_of_sample,20,24,0
2,2621,out_of_sample,20,24,1
2,2622,out_of_sample,20,24,2
2,2625,out_of_sample,21,0,0
2,2627,out_of_sample,21,0,2
2,2630,out_of_sample,21,1,0
2,2631,out_of_sample,21,1,1
2,2634,out_of_sample,21,1,4
2,2635,out_of_sample,21,2,0
2,2638,out_of_sample,21,2,3
2,2639,out_of_sample,21,2,4
2,2640,out_of_sample,21,3,0
2,2642,out_of_sample,21,3,2
2,2646,out_of_sample,21,4,1
2,2647,out_of_sample,21,4,2
2,2649,out_of_sample,21,4,4
2,2651,out_of_sample,21,5,1
2,2655,out_of_sample,21,6,0
2,2656,out_of_sample,21,6,1
2,2663,out_of_sample,21,7,3
2,2665,out_of_sample,21,8,0
2,2666,out_of_sample,21,8,1
2,2667,out_of_sample,21,8,2
2,2668,out_of_sample,21,8,3
2,2671,out_of_sample,21,9,1
2,2672,out_of_sample,21,9,2
2,2673,out_of_sample,21,9,3
2,2675,out_of_sample,21,10,0
2,2676,out_of_sample,21,10,1
2,2677,out_of_sample,21,10,2
2,2679,out_of_sample,21,10,4
2,2683,out_of_sample,21,11,3
2,2686,out_of_sample,21,12,1
2,2690,out_of_sample,21,13,0
2,2695,out_of_sample,21,14,0
2,2696,out_of_sample,21,14,1
2,2702,out_of_sample,21,15,2
2,2709,out_of_sample,21,16,4
2,2710,out_of_sample,21,17,0
2,2713,out_of_sample,21,17,3
2,2715,out_of_sample,21,18,0
2,2716,out_of_sample,21,18,1
2,2719,out_of_sample,21,18,4
2,2720,out_of_sample,21,19,0
2,2722,out_of_sample,21,19,2
2,2723,out_of_sample,21,19,3
2,2727,out_of_sample,21,20,2
2,2730,out_of_sample,21,21,0
2,2732,out_of_sample,21,21,2
2,2733,out_of_sample,21,21,3
2,2738,out_of_sample,21,22,3
2,2739,out_of_sample,21,22,4
2,2740,out_of_sample,21,23,0
2,2741,out_of_sample,21,23,1
2,2745,out_of_sample,21,24,0
2,2746,out_of_sample,21,24,1
2,2747,out_of_sample,21,24,2
2,2751,out_of_sample,22,0,1
2,2752,out_of_sample,22,0,2
2,2754,out_of_sample,22,0,4
2,2756,out_of_sample,22,1,1
2,2757,out_of_sample,22,1,2
2,2758,out_of_sample,22,1,3
2,2760,out_of_sample,22,2,0
2,2763,out_of_sample,22,2,3
2,2771,out_of_sample,22,4,1
2,2773,out_of_sample,22,4,3
2,2775,out_of_sample,22,5,0
2,2776,out_of_sample,22,5,1
2,2781,out_of_sample,22,6,1
2,2782,out_of_sample,22,6,2
2,2783,out_of_sample,22,6,3
2,2786,out_of_sample,22,7,1
2,2787,out_of_sample,22,7,2
2,2788,out_of_sample,22,7,3
2,2790,out_of_sample,22,8,0
2,2792,out_of_sample,22,8,2
2,2793,out_of_sample,22,8,3
2,2794,out_of_sample,22,8,4
2,2795,out_of_sample,22,9,0
2,2801,out_of_sample,22,10,1
2,2802,out_of_sample,22,10,2
2,2804,out_of_sample,22,10,4
2,2805,out_of_sample,22,11,0
2,2806,out_of_sample,22,11,1
2,2807,out_of_sample,22,11,2
2,2813,out_of_sample,22,12,3
2,2814,out_of_sample,22,12,4
2,2818,out_of_sample,22,13,3
2,2822,out_of_sample,22,14,2
2,2823,out_of_sample,22,14,3
2,2825,out_of_sample,22,15,0
2,2827,out_of_sample,22,15,2
2,2828,out_of_sample,22,15,3
2,2829,out_of_sample,22,15,4
2,2832,out_of_sample,22,16,2
2,2834,out_of_sample,22,16,4
2,2836,out_of_sample,22,17,1
2,2837,out_of_sample,22,17,2
2,2838,out_of_sample,22,17,3
2,2839,out_of_sample,22,17,4
2,2840,out_of_sample,22,18,0
2,2841,out_of_sample,22,18,1
2,2847,out_of_sample,22,19,2
2,2852,out_of_sample,22,20,2
2,2853,out_of_sample,22,20,3
2,2854,out_of_sample,22,20,4
2,2856,out_of_sample,22,21,1
2,2857,out_of_sample,22,21,2
2,2860,out_of_sample,22,22,0
2,2861,out_of_sample,22,22,1
2,2863,out_of_sample,22,22,3
2,2864,out_of_sample,22,22,4
2,2867,out_of_sample,22,23,2
2,2869,out_of_sample,22,23,4
2,2870,out_of_sample,22,24,0
2,2871,out_of_sample,22,24,1
2,2873,out_of_sample,22,24,3
2,2876,out_of_sample,23,0,1
2,2877,out_of_sample,23,0,2
2,2881,out_of_sample,23,1,1
2,2887,out_of_sample,23,2,2
2,2888,out_of_sample,23,2,3
2,2889,out_of_sample,23,2,4
2,2890,out_of_sample,23,3,0
2,2891,out_of_sample,23,3,1
2,2893,out_of_sample,23,3,3
2,2899,out_of_sample,23,4,4
2,2900,out_of_sample,23,5,0
2,2901,out_of_sample,23,5,1
2,2904,out_of_sample,23,5,4
2,2906,out_of_sample,23,6,1
2,2910,out_of_sample,23,7,0
2,2911,out_of_sample,23,7,1
2,2917,out_of_sample,23,8,2
2,2919,out_of_sample,23,8,4
2,2922,out_of_sample,23,9,2
2,2923,out_of_sample,23,9,3
2,2924,out_of_sample,23,9,4
2,2926,out_of_sample,23,10,1
2,2928,out_of_sample,23,10,3
2,2929,out_of_sample,23,10,4
2,2931,out_of_sample,23,11,1
2,2936,out_of_sample,23,12,1
2,2937,out_of_sample,23,12,2
2,2939,out_of_sample,23,12,4
2,2940,out_of_sample,23,13,0
2,2943,out_of_sample,23,13,3
2,2954,out_of_sample,23,15,4
2,2955,out_of_sample,23,16,0
2,2961,out_of_sample,23,17,1
2,2963,out_of_sample,23,17,3
2,2970,out_of_sample,23,19,0
2,2971,out_of_sample,23,19,1
2,2973,out_of_sample,23,19,3
2,2974,out_of_sample,23,19,4
2,2976,out_of_sample,23,20,1
2,2977,out_of_sample,23,20,2
2,2985,out_of_sample,23,22,0
2,2986,out_of_sample,23,22,1
2,2988,out_of_sample,23,22,3
2,2991,out_of_sample,23,23,1
2,2992,out_of_sample,23,23,2
2,2993,out_of_sample,23,23,3
2,2995,out_of_sample,23,24,0
2,2996,out_of_sample,23,24,1
2,2997,out_of_sample,23,24,2
2,2999,out_of_sample,23,24,4
2,3005,out_of_sample,24,1,0
2,3006,out_of_sample,24,1,1
2,3007,out_of_sample,24,1,2
2,3008,out_of_sample,24,1,3
2,3013,out_of_sample,24,2,3
2,3014,out_of_sample,24,2,4
2,3016,out_of_sample,24,3,1
2,3022,out_of_sample,24,4,2
2,3023,out_of_sample,24,4,3
2,3024,out_of_sample,24,4,4
2,3028,out_of_sample,24,5,3
2,3031,out_of_sample,24,6,1
2,3032,out_of_sample,24,6,2
2,3036,out_of_sample,24,7,1
2,3038,out_of_sample,24,7,3
2,3040,out_of_sample,24,8,0
2,3041,out_of_sample,24,8,1
2,3045,out_of_sample,24,9,0
2,3046,out_of_sample,24,9,1
2,3047,out_of_sample,24,9,2
2,3049,out_of_sample,24,9,4
2,3050,out_of_sample,24,10,0
2,3052,out_of_sample,24,10,2
2,3054,out_of_sample,24,10,4
2,3055,out_of_sample,24,11,0
2,3056,out_of_sample,24,11,1
2,3057,out_of_sample,24,11,2
2,3058,out_of_sample,24,11,3
2,3062,out_of_sample,24,12,2
2,3066,out_of_sample,24,13,1
2,3067,out_of_sample,24,13,2
2,3069,out_of_sample,24,13,4
2,3070,out_of_sample,24,14,0
2,3071,out_of_sample,24,14,1
2,3073,out_of_sample,24,14,3
2,3074,out_of_sample,24,14,4
2,3075,out_of_sample,24,15,0
2,3076,out_of_sample,24,15,1
2,3079,out_of_sample,24,15,4
2,3081,out_of_sample,24,16,1
2,3082,out_of_sample,24,16,2
2,3086,out_of_sample,24,17,1
2,3089,out_of_sample,24,17,4
2,3090,out_of_sample,24,18,0
2,3092,out_of_sample,24,18,2
2,3093,out_of_sample,24,18,3
2,3098,out_of_sample,24,19,3
2,3099,out_of_sample,24,19,4
2,3100,out_of_sample,24,20,0
2,3104,out_of_sample,24,20,4
2,3106,out_of_sample,24,21,1
2,3107,out_of_sample,24,21,2
2,3110,out_of_sample,24,22,0
2,3115,out_of_sample,24,23,0
2,3116,out_of_sample,24,23,1
2,3118,out_of_sample,24,23,3
2,3119,out_of_sample,24,23,4
2,3123,out_of_sample,24,24,3
2,3124,out_of_sample,24,24,4
3,10,in_sample,0,2,0
3,17,in_sample,0,3,2
3,22,in_sample,0,4,2
3,51,in_sample,0,10,1
3,60,in_sample,0,12,0
3,67,in_sample,0,13,2
3,89,in_sample,0,17,4
3,97,in_sample,0,19,2
3,109,in_sample,0,21,4
3,111,in_sample,0,22,1
3,114,in_sample,0,22,4
3,117,in_sample,0,23,2
3,121,in_sample,0,24,1
3,142,in_sample,1,3,2
3,144,in_sample,1,3,4
3,158,in_sample,1,6,3
3,165,in_sample,1,8,0
3,199,in_sample,1,14,4
3,200,in_sample,1,15,0
3,207,in_sample,1,16,2
3,212,in_sample,1,17,2
3,214,in_sample,1,17,4
3,218,in_sample,1,18,3
3,230,in_sample,1,21,0
3,235,in_sample,1,22,0
3,240,in_sample,1,23,0
3,241,in_sample,1,23,1
3,257,in_sample,2,1,2
3,269,in_sample,2,3,4
3,294,in_sample,2,8,4
3,320,in_sample,2,14,0
3,331,in_sample,2,16,1
3,354,in_sample,2,20,4
3,365,in_sample,2,23,0
3,369,in_sample,2,23,4
3,377,in_sample,3,0,2
3,381,in_sample,3,1,1
3,395,in_sample,3,4,0
3,458,in_sample,3,16,3
3,470,in_sample,3,19,0
3,478,in_sample,3,20,3
3,489,in_sample,3,22,4
3,500,in_sample,4,0,0
3,503,in_sample,4,0,3
3,523,in_sample,4,4,3
3,534,in_sample,4,6,4
3,536,in_sample,4,7,1
3,573,in_sample,4,14,3
3,579,in_sample,4,15,4
3,585,in_sample,4,17,0
3,629,in_sample,5,0,4
3,645,in_sample,5,4,0
3,652,in_sample,5,5,2
3,665,in_sample,5,8,0
3,690,in_sample,5,13,0
3,706,in_sample,5,16,1
3,737,in_sample,5,22,2
3,742,in_sample,5,23,2
3,785,in_sample,6,7,0
3,801,in_sample,6,10,1
3,803,in_sample,6,10,3
3,852,in_sample,6,20,2
3,854,in_sample,6,20,4
3,855,in_sample,6,21,0
3,865,in_sample,6,23,0
3,875,in_sample,7,0,0
3,905,in_sample,7,6,0
3,914,in_sample,7,7,4
3,917,in_sample,7,8,2
3,927,in_sample,7,10,2
3,930,in_sample,7,11,0
3,985,in_sample,7,22,0
3,991,in_sample,7,23,1
3,1017,in_sample,8,3,2
3,1032,in_sample,8,6,2
3,1063,in_sample,8,12,3
3,1087,in_sample,8,17,2
3,1104,in_sample,8,20,4
3,1146,in_sample,9,4,1
3,1160,in_sample,9,7,0
3,1181,in_sample,9,11,1
3,1197,in_sample,9,14,2
3,1222,in_sample,9,19,2
3,1262,in_sample,10,2,2
3,1293,in_sample,10,8,3
3,1310,in_sample,10,12,0
3,1319,in_sample,10,13,4
3,1334,in_sample,10,16,4
3,1349,in_sample,10,19,4
3,1354,in_sample,10,20,4
3,1364,in_sample,10,22,4
3,1372,in_sample,10,24,2
3,1385,in_sample,11,2,0
3,1402,in_sample,11,5,2
3,1416,in_sample,11,8,1
3,1418,in_sample,11,8,3
3,1421,in_sample,11,9,1
3,1428,in_sample,11,10,3
3,1437,in_sample,11,12,2
3,1451,in_sample,11,15,1
3,1466,in_sample,11,18,1
3,1486,in_sample,11,22,1
3,1521,in_sample,12,4,1
3,1522,in_sample,12,4,2
3,1530,in_sample,12,6,0
3,1532,in_sample,12,6,2
3,1548,in_sample,12,9,3
3,1570,in_sample,12,14,0
3,1578,in_sample,12,15,3
3,1589,in_sample,12,17,4
3,1603,in_sample,12,20,3
3,1644,in_sample,13,3,4
3,1650,in_sample,13,5,0
3,1659,in_sample,13,6,4
3,1664,in_sample,13,7,4
3,1673,in_sample,13,9,3
3,1687,in_sample,13,12,2
3,1693,in_sample,13,13,3
3,1694,in_sample,13,13,4
3,1707,in_sample,13,16,2
3,1713,in_sample,13,17,3
3,1715,in_sample,13,18,0
3,1724,in_sample,13,19,4
3,1735,in_sample,13,22,0
3,1753,in_sample,14,0,3
3,1790,in_sample,14,8,0
3,1805,in_sample,14,11,0
3,1838,in_sample,14,17,3
3,1844,in_sample,14,18,4
3,1882,in_sample,15,1,2
3,1920,in_sample,15,9,0
3,1946,in_sample,15,14,1
3,2013,in_sample,16,2,3
3,2023,in_sample,16,4,3
3,2034,in_sample,16,6,4
3,2047,in_sample,16,9,2
3,2054,in_sample,16,10,4
3,2077,in_sample,16,15,2
3,2151,in_sample,17,5,1
3,2153,in_sample,17,5,3
3,2166,in_sample,17,8,1
3,2178,in_sample,17,10,3
3,2182,in_sample,17,11,2
3,2183,in_sample,17,11,3
3,2206,in_sample,17,16,1
3,2216,in_sample,17,18,1
3,2227,in_sample,17,20,2
3,2232,in_sample,17,21,2
3,2297,in_sample,18,9,2
3,2319,in_sample,18,13,4
3,2328,in_sample,18,15,3
3,2337,in_sample,18,17,2
3,2342,in_sample,18,18,2
3,2353,in_sample,18,20,3
3,2363,in_sample,18,22,3
3,2374,in_sample,18,24,4
3,2378,in_sample,19,0,3
3,2398,in_sample,19,4,3
3,2400,in_sample,19,5,0
3,2406,in_sample,19,6,1
3,2417,in_sample,19,8,2
3,2456,in_sample,19,16,1
3,2474,in_sample,19,19,4
3,2500,in_sample,20,0,0
3,2510,in_sample,20,2,0
3,2515,in_sample,20,3,0
3,2516,in_sample,20,3,1
3,2519,in_sample,20,3,4
3,2525,in_sample,20,5,0
3,2527,in_sample,20,5,2
3,2534,in_sample,20,6,4
3,2544,in_sample,20,8,4
3,2563,in_sample,20,12,3
3,2601,in_sample,20,20,1
3,2605,in_sample,20,21,0
3,2613,in_sample,20,22,3
3,2614,in_sample,20,22,4
3,2635,in_sample,21,2,0
3,2690,in_sample,21,13,0
3,2710,in_sample,21,17,0
3,2741,in_sample,21,23,1
3,2773,in_sample,22,4,3
3,2782,in_sample,22,6,2
3,2792,in_sample,22,8,2
3,2839,in_sample,22,17,4
3,2864,in_sample,22,22,4
3,2881,in_sample,23,1,1
3,2899,in_sample,23,4,4
3,2901,in_sample,23,5,1
3,2922,in_sample,23,9,2
3,2923,in_sample,23,9,3
3,2940,in_sample,23,13,0
3,3024,in_sample,24,4,4
3,3041,in_sample,24,8,1
3,3066,in_sample,24,13,1
3,3067,in_sample,24,13,2
3,3076,in_sample,24,15,1
3,3089,in_sample,24,17,4
3,3090,in_sample,24,18,0
3,3123,in_sample,24,24,3
3,3,out_of_sample,0,0,3
3,4,out_of_sample,0,0,4
3,11,out_of_sample,0,2,1
3,12,out_of_sample,0,2,2
3,13,out_of_sample,0,2,3
3,14,out_of_sample,0,2,4
3,18,out_of_sample,0,3,3
3,19,out_of_sample,0,3,4
3,23,out_of_sample,0,4,3
3,26,out_of_sample,0,5,1
3,27,out_of_sample,0,5,2
3,28,out_of_sample,0,5,3
3,34,out_of_sample,0,6,4
3,35,out_of_sample,0,7,0
3,36,out_of_sample,0,7,1
3,37,out_of_sample,0,7,2
3,38,out_of_sample,0,7,3
3,39,out_of_sample,0,7,4
3,40,out_of_sample,0,8,0
3,41,out_of_sample,0,8,1
3,43,out_of_sample,0,8,3
3,49,out_of_sample,0,9,4
3,56,out_of_sample,0,11,1
3,58,out_of_sample,0,11,3
3,59,out_of_sample,0,11,4
3,61,out_of_sample,0,12,1
3,62,out_of_sample,0,12,2
3,68,out_of_sample,0,13,3
3,69,out_of_sample,0,13,4
3,73,out_of_sample,0,14,3
3,74,out_of_sample,0,14,4
3,76,out_of_sample,0,15,1
3,83,out_of_sample,0,16,3
3,84,out_of_sample,0,16,4
3,85,out_of_sample,0,17,0
3,86,out_of_sample,0,17,1
3,88,out_of_sample,0,17,3
3,90,out_of_sample,0,18,0
3,92,out_of_sample,0,18,2
3,95,out_of_sample,0,19,0
3,96,out_of_sample,0,19,1
3,99,out_of_sample,0,19,4
3,101,out_of_sample,0,20,1
3,102,out_of_sample,0,20,2
3,103,out_of_sample,0,20,3
3,105,out_of_sample,0,21,0
3,106,out_of_sample,0,21,1
3,108,out_of_sample,0,21,3
3,110,out_of_sample,0,22,0
3,113,out_of_sample,0,22,3
3,122,out_of_sample,0,24,2
3,127,out_of_sample,1,0,2
3,129,out_of_sample,1,0,4
3,130,out_of_sample,1,1,0
3,131,out_of_sample,1,1,1
3,132,out_of_sample,1,1,2
3,135,out_of_sample,1,2,0
3,136,out_of_sample,1,2,1
3,137,out_of_sample,1,2,2
3,138,out_of_sample,1,2,3
3,141,out_of_sample,1,3,1
3,143,out_of_sample,1,3,3
3,147,out_of_sample,1,4,2
3,149,out_of_sample,1,4,4
3,150,out_of_sample,1,5,0
3,152,out_of_sample,1,5,2
3,153,out_of_sample,1,5,3
3,154,out_of_sample,1,5,4
3,156,out_of_sample,1,6,1
3,167,out_of_sample,1,8,2
3,168,out_of_sample,1,8,3
3,170,out_of_sample,1,9,0
3,171,out_of_sample,1,9,1
3,173,out_of_sample,1,9,3
3,178,out_of_sample,1,10,3
3,179,out_of_sample,1,10,4
3,180,out_of_sample,1,11,0
3,181,out_of_sample,1,11,1
3,183,out_of_sample,1,11,3
3,184,out_of_sample,1,11,4
3,186,out_of_sample,1,12,1
3,188,out_of_sample,1,12,3
3,193,out_of_sample,1,13,3
3,195,out_of_sample,1,14,0
3,196,out_of_sample,1,14,1
3,197,out_of_sample,1,14,2
3,198,out_of_sample,1,14,3
3,203,out_of_sample,1,15,3
3,205,out_of_sample,1,16,0
3,206,out_of_sample,1,16,1
3,209,out_of_sample,1,16,4
3,210,out_of_sample,1,17,0
3,211,out_of_sample,1,17,1
3,219,out_of_sample,1,18,4
3,221,out_of_sample,1,19,1
3,222,out_of_sample,1,19,2
3,223,out_of_sample,1,19,3
3,225,out_of_sample,1,20,0
3,227,out_of_sample,1,20,2
3,229,out_of_sample,1,20,4
3,231,out_of_sample,1,21,1
3,234,out_of_sample,1,21,4
3,236,out_of_sample,1,22,1
3,237,out_of_sample,1,22,2
3,238,out_of_sample,1,22,3
3,242,out_of_sample,1,23,2
3,243,out_of_sample,1,23,3
3,244,out_of_sample,1,23,4
3,245,out_of_sample,1,24,0
3,247,out_of_sample,1,24,2
3,249,out_of_sample,1,24,4
3,255,out_of_sample,2,1,0
3,256,out_of_sample,2,1,1
3,258,out_of_sample,2,1,3
3,259,out_of_sample,2,1,4
3,260,out_of_sample,2,2,0
3,261,out_of_sample,2,2,1
3,263,out_of_sample,2,2,3
3,272,out_of_sample,2,4,2
3,274,out_of_sample,2,4,4
3,278,out_of_sample,2,5,3
3,281,out_of_sample,2,6,1
3,282,out_of_sample,2,6,2
3,283,out_of_sample,2,6,3
3,284,out_of_sample,2,6,4
3,285,out_of_sample,2,7,0
3,286,out_of_sample,2,7,1
3,287,out_of_sample,2,7,2
3,288,out_of_sample,2,7,3
3,289,out_of_sample,2,7,4
3,291,out_of_sample,2,8,1
3,292,out_of_sample,2,8,2
3,293,out_of_sample,2,8,3
3,295,out_of_sample,2,9,0
3,297,out_of_sample,2,9,2
3,299,out_of_sample,2,9,4
3,301,out_of_sample,2,10,1
3,302,out_of_sample,2,10,2
3,303,out_of_sample,2,10,3
3,304,out_of_sample,2,10,4
3,305,out_of_sample,2,11,0
3,306,out_of_sample,2,11,1
3,308,out_of_sample,2,11,3
3,309,out_of_sample,2,11,4
3,310,out_of_sample,2,12,0
3,312,out_of_sample,2,12,2
3,316,out_of_sample,2,13,1
3,318,out_of_sample,2,13,3
3,319,out_of_sample,2,13,4
3,322,out_of_sample,2,14,2
3,324,out_of_sample,2,14,4
3,325,out_of_sample,2,15,0
3,326,out_of_sample,2,15,1
3,330,out_of_sample,2,16,0
3,333,out_of_sample,2,16,3
3,334,out_of_sample,2,16,4
3,336,out_of_sample,2,17,1
3,337,out_of_sample,2,17,2
3,338,out_of_sample,2,17,3
3,340,out_of_sample,2,18,0
3,342,out_of_sample,2,18,2
3,343,out_of_sample,2,18,3
3,350,out_of_sample,2,20,0
3,353,out_of_sample,2,20,3
3,355,out_of_sample,2,21,0
3,357,out_of_sample,2,21,2
3,358,out_of_sample,2,21,3
3,361,out_of_sample,2,22,1
3,363,out_of_sample,2,22,3
3,370,out_of_sample,2,24,0
3,372,out_of_sample,2,24,2
3,373,out_of_sample,2,24,3
3,374,out_of_sample,2,24,4
3,379,out_of_sample,3,0,4
3,386,out_of_sample,3,2,1
3,387,out_of_sample,3,2,2
3,388,out_of_sample,3,2,3
3,389,out_of_sample,3,2,4
3,391,out_of_sample,3,3,1
3,392,out_of_sample,3,3,2
3,393,out_of_sample,3,3,3
3,394,out_of_sample,3,3,4
3,396,out_of_sample,3,4,1
3,402,out_of_sample,3,5,2
3,403,out_of_sample,3,5,3
3,409,out_of_sample,3,6,4
3,414,out_of_sample,3,7,4
3,421,out_of_sample,3,9,1
3,424,out_of_sample,3,9,4
3,425,out_of_sample,3,10,0
3,426,out_of_sample,3,10,1
3,431,out_of_sample,3,11,1
3,432,out_of_sample,3,11,2
3,437,out_of_sample,3,12,2
3,440,out_of_sample,3,13,0
3,442,out_of_sample,3,13,2
3,443,out_of_sample,3,13,3
3,444,out_of_sample,3,13,4
3,447,out_of_sample,3,14,2
3,448,out_of_sample,3,14,3
3,453,out_of_sample,3,15,3
3,455,out_of_sample,3,16,0
3,456,out_of_sample,3,16,1
3,460,out_of_sample,3,17,0
3,461,out_of_sample,3,17,1
3,462,out_of_sample,3,17,2
3,465,out_of_sample,3,18,0
3,467,out_of_sample,3,18,2
3,468,out_of_sample,3,18,3
3,471,out_of_sample,3,19,1
3,473,out_of_sample,3,19,3
3,476,out_of_sample,3,20,1
3,477,out_of_sample,3,20,2
3,479,out_of_sample,3,20,4
3,481,out_of_sample,3,21,1
3,483,out_of_sample,3,21,3
3,485,out_of_sample,3,22,0
3,492,out_of_sample,3,23,2
3,495,out_of_sample,3,24,0
3,498,out_of_sample,3,24,3
3,499,out_of_sample,3,24,4
3,501,out_of_sample,4,0,1
3,504,out_of_sample,4,0,4
3,506,out_of_sample,4,1,1
3,507,out_of_sample,4,1,2
3,508,out_of_sample,4,1,3
3,509,out_of_sample,4,1,4
3,513,out_of_sample,4,2,3
3,516,out_of_sample,4,3,1
3,517,out_of_sample,4,3,2
3,518,out_of_sample,4,3,3
3,519,out_of_sample,4,3,4
3,521,out_of_sample,4,4,1
